C_LOC_MEV;NOMBRE DEL PROGRAMA;PROGRAMA;PROGRAMA II;ENTREGADA;AÑO;N;TP;PU;AR;UP;MP
8722;CAPILLA DEL SAUCE III;NÚCLEO;NÚCLEO;12/06/2010;2010;56;6;0;0;0;0
8722;CAPILLA DEL SAUCE UP I;UP;UP;12/06/2010;2010;0;0;0;0;9;3
2521;BELLA UNIÓN II;NÚCLEO;NÚCLEO;05/06/2010;2010;76;0;0;0;0;0
19822;ISLA PATRULLA II;NÚCLEO;NÚCLEO;24/04/2010;2010;17;3;0;0;0;0
19822;ISLA PATRULLA UP I;UP;UP;24/04/2010;2010;0;0;0;0;4;0
19790;CERRO CHATO CONVENIO MVOTMA;NÚCLEO;CONVENIO;23/04/2010;2010;20;0;0;0;0;0
3990;CANELON CHICO AL NORTE UP III;UP;UP;22/04/2010;2010;0;0;0;0;27;2
8995;SAN GABRIEL ESCUELA;OTROS;CONVENIO;15/04/2010;2010;0;0;0;0;0;0
11926;CHAPICUY III;NÚCLEO;NÚCLEO;27/02/2010;2010;56;0;0;0;0;0
11926;CHAPICUY UP;UP;UP;27/02/2010;2010;0;0;0;0;8;1
12923;BELLACO III;NÚCLEO;NÚCLEO;13/02/2010;2010;31;0;0;0;0;0
12923;BELLACO UP II;UP;UP;13/02/2010;2010;0;0;0;0;2;1
159001;SOCIEDAD DE FOMENTO RURAL CARUMBE;OTROS;CONVENIO;22/12/2009;2009;0;0;0;0;0;0
6964;SAN JORGE III;NÚCLEO;NÚCLEO;19/12/2009;2009;37;7;0;0;0;0
14621;CEBOLLATI II;NÚCLEO;NÚCLEO;19/12/2009;2009;70;4;0;0;0;0
6964;SAN JORGE UP I;UP;UP;19/12/2009;2009;0;0;0;0;1;4
17220;ALREDEDORES DE MERCEDES UP I;UP;UP;10/12/2009;2009;0;0;0;0;22;1
18980;SAUCE DE BATOVI II;NÚCLEO;NÚCLEO;05/12/2009;2009;30;0;0;0;0;0
18980;SAUCE DE BATOVI UP II;UP;UP;05/12/2009;2009;0;0;0;0;10;2
49001;SAN DIEGO UP III-UE;UP;UP;27/11/2009;2009;0;0;0;0;7;2
3629;SAN JACINTO UP V;UP;UP;26/11/2009;2009;0;0;0;0;23;2
3526;SANTA ROSA UP IV;UP;UP;14/11/2009;2009;0;0;0;0;28;2
5925;BARKER;NÚCLEO;NÚCLEO;10/10/2009;2009;35;0;0;0;0;0
9722;ZAPICAN;NÚCLEO;NÚCLEO;06/10/2009;2009;39;6;0;0;0;0
9722;ZAPICAN UP I;UP;UP;06/10/2009;2009;0;0;0;0;2;0
16929;ECILDA PAULLIER II;NÚCLEO;NÚCLEO;03/10/2009;2009;61;4;0;0;0;0
16929;ECILDA PAULLIER UP III;UP;UP;03/10/2009;2009;0;0;0;0;9;3
3624;CERRILLOS;NÚCLEO;NÚCLEO;26/09/2009;2009;74;0;0;0;0;0
13830;HOSPITAL ESCUELA;OTROS;CONVENIO;12/09/2009;2009;0;0;0;0;0;0
11953;PUEBLO GALLINAL CAIF;OTROS;CONVENIO;07/09/2009;2009;0;0;0;0;0;0
8995;SAN GABRIEL II;NÚCLEO;NÚCLEO;29/08/2009;2009;51;0;0;0;0;0
8995;SAN GABRIEL UP I;UP;UP;29/08/2009;2009;0;0;0;0;6;0
7937;LA CASILLA MEC;OTROS;CONVENIO;14/08/2009;2009;0;0;0;0;0;0
15957;ARERUNGUÁ UP I;UP;UP;19/06/2009;2009;0;0;0;0;6;1
15721;PUEBLO FERNÁNDEZ UP I;UP;UP;19/06/2009;2009;0;0;0;0;7;0
11953;PUEBLO GALLINAL IV;NÚCLEO;NÚCLEO;13/06/2009;2009;35;0;0;0;0;0
11953;PUEBLO GALLINAL UP I;UP;UP;13/06/2009;2009;0;0;0;0;4;1
5522;ALRED TARARIRAS UP II;UP;UP;30/05/2009;2009;0;0;0;0;10;0
59001;SAN ROQUE UP;UP;UP;30/05/2009;2009;0;0;0;0;36;2
13830;HOSPITAL III  ;NÚCLEO;NÚCLEO;23/05/2009;2009;22;0;0;0;0;0
13830;HOSPITAL UP I;UP;UP;23/05/2009;2009;0;0;0;0;2;0
3422;SAN RAMÓN UP V;UP;UP;16/05/2009;2009;0;0;0;0;32;1
3527;SAUCE UP VII;UP;UP;16/05/2009;2009;0;0;0;0;31;9
6960;COLONIA ROSELL Y RIUS UP II;UP;UP;09/05/2009;2009;0;0;0;0;17;5
8944;PUNTAS DE MACIEL UP;UP;UP;08/05/2009;2009;0;0;0;0;24;5
2725;SEQUEIRA UP;UP;UP;29/04/2009;2009;0;0;0;0;5;0
2725;ESCUELA SEQUEIRA;OTROS;CONVENIO;29/04/2009;2009;0;0;0;0;0;0
9955;VILLA DEL ROSARIO UP VII;UP;UP;25/04/2009;2009;0;0;0;0;30;13
15974;COLONIA OSIMANI;NÚCLEO;NÚCLEO;18/04/2009;2009;25;0;0;0;0;0
15974;COLONIA OSIMANI UP I;UP;UP;18/04/2009;2009;0;0;0;0;7;0
15974;COLONIA OSIMANI UP II;UP;UP;18/04/2009;2009;0;0;0;0;10;1
8622;FRAY MARCOS LICEO;OTROS;CONVENIO;16/04/2009;2009;0;0;0;0;0;0
16721;VILLA ITUZAINGÓ;NÚCLEO;NÚCLEO;28/03/2009;2009;43;3;0;0;0;0
16721;VILLA ITUZAINGÓ UP I;UP;UP;28/03/2009;2009;0;0;0;0;2;1
3626;MIGUES UP I;UP;UP;21/03/2009;2009;0;0;0;0;27;5
7937;LA CASILLA III;NÚCLEO;NÚCLEO;14/03/2009;2009;20;0;0;0;0;0
7937;LA CASILLA UP IV;UP;UP;14/03/2009;2009;0;0;0;0;10;1
15523;CONSTITUCIÓN;NÚCLEO;NÚCLEO;07/03/2009;2009;67;0;0;0;0;0
15523;CONSTITUCIÓN UP;UP;UP;07/03/2009;2009;0;0;0;0;4;1
12826;PASO DE LA CRUZ II;NÚCLEO;NÚCLEO;28/02/2009;2009;42;1;0;0;0;0
5956;LA HORQUETA;NÚCLEO;NÚCLEO;27/02/2009;2009;42;0;0;0;0;0
5956;LA HORQUETA UP I;UP;UP;27/02/2009;2009;0;0;0;0;7;0
6521;EL CARMEN UP III;UP;UP;20/02/2009;2009;0;0;0;0;8;6
3962;PASO DE LA CADENA UP V;UP;UP;14/02/2009;2009;0;0;0;0;16;0
19220;ALREDEDORES DE TREINTA Y TRES UP;UP;UP;31/01/2009;2009;0;0;0;0;12;2
39002;MANGANGÁ CONVENIO;OTROS;UP;30/12/2008;2008;0;0;0;0;0;18
8622;FRAY MARCOS CAIF;OTROS;CONVENIO;30/12/2008;2008;0;0;0;0;0;0
11937;ORGOROSO IV;NÚCLEO;NÚCLEO;20/12/2008;2008;33;0;0;0;0;0
11937;ORGOROSO UP II;UP;UP;20/12/2008;2008;0;0;0;0;2;1
15957;ARERUNGUÁ;NÚCLEO;NÚCLEO;16/12/2008;2008;21;0;0;0;0;0
3628;SAN BAUTISTA UP VII;UP;UP;11/12/2008;2008;0;0;0;0;32;1
3629;SAN JACINTO UP II;UP;UP;11/12/2008;2008;0;0;0;0;11;1
3629;SAN JACINTO UP IV;UP;UP;11/12/2008;2008;0;0;0;0;8;0
3526;SANTA ROSA UP III;UP;UP;11/12/2008;2008;0;0;0;0;25;7
2521;BELLA UNIÓN I;NÚCLEO;NÚCLEO;06/12/2008;2008;64;0;0;0;0;0
2521;BELLA UNIÓN UP III;UP;UP;06/12/2008;2008;0;0;0;0;10;1
3624;CERRILLOS UP I;UP;UP;27/11/2008;2008;0;0;0;0;29;1
4220;ALREDEDORES DE MELO UP II;UP;UP;19/11/2008;2008;0;0;0;0;19;5
49001;SAN DIEGO UP II;UP;UP;19/11/2008;2008;0;0;0;0;13;0
4522;RIO BRANCO CAIF;OTROS;CONVENIO;18/11/2008;2008;0;0;0;0;0;0
3629;SAN JACINTO II;NÚCLEO;NÚCLEO;04/10/2008;2008;80;2;0;0;0;0
3629;SAN JACINTO UP III;UP;UP;04/10/2008;2008;0;0;0;0;12;0
11937;ORGOROSO UP I;UP;UP;29/09/2008;2008;0;0;0;0;0;1
2725;SEQUEIRA;NÚCLEO;NÚCLEO;27/09/2008;2008;22;0;0;0;0;0
13521;MINAS DE CORRALES UP III;UP;UP;19/09/2008;2008;0;0;0;0;2;0
5522;ALREDEDORES DE TARARIRAS UP I;UP;UP;30/08/2008;2008;0;0;0;0;13;2
13521;MINAS DE CORRALES II;NÚCLEO;NÚCLEO;28/06/2008;2008;60;3;0;0;0;0
13830;HOSPITAL II;NÚCLEO;NÚCLEO;14/06/2008;2008;16;2;0;0;0;0
17521;CARDONA UP II;UP;UP;07/06/2008;2008;0;0;0;0;11;0
17521;CARDONA UP III;UP;UP;07/06/2008;2008;0;0;0;0;23;3
6521;EL CARMEN IV;NÚCLEO;NÚCLEO;31/05/2008;2008;27;31;0;0;0;0
15721;PUEBLO FERNÁNDEZ;NÚCLEO;NÚCLEO;30/05/2008;2008;21;4;0;0;0;0
29002;COLONIA RIVERA UP I;UP;UP;29/05/2008;2008;0;0;0;0;24;9
8995;SAN GABRIEL;NÚCLEO;NÚCLEO;17/05/2008;2008;35;0;0;0;0;0
3962;PASO DE LA CADENA UP IV;UP;UP;03/05/2008;2008;0;0;0;0;26;2
3422;SAN RAMON UP IV;UP;UP;26/04/2008;2008;0;0;0;0;23;1
29001;SALON COMUNAL CHACRAS DE PINTADO;OTROS;UP;20/04/2008;2008;0;0;0;0;0;0
189002;CERRO BATOVI UP I;UP;UP;29/03/2008;2008;0;0;0;0;21;7
4522;ALREDEDORES DE RIO BRANCO UP I;UP;UP;28/02/2008;2008;0;0;0;0;20;1
4924;ARÉVALO II;NÚCLEO;NÚCLEO;27/02/2008;2008;31;1;0;0;0;0
4924;ARÉVALO UP I;UP;UP;27/02/2008;2008;0;0;0;0;4;7
4823;CENTURION UP II;UP;UP;27/02/2008;2008;0;0;0;0;2;1
18992;PUNTAS DE CARRETERAS ESCUELA;OTROS;CONVENIO;27/02/2008;2008;0;0;0;0;0;0
49003;PABLO PAEZ ESCUELA;OTROS;CONVENIO;20/12/2007;2007;0;0;0;0;0;0
12622;SAN JAVIER V;NÚCLEO;NÚCLEO;15/12/2007;2007;23;8;0;0;0;0
12622;SAN JAVIER UP IV;UP;UP;15/12/2007;2007;0;0;0;0;10;0
6960;COLONIA ROSELL Y RIUS;NÚCLEO;NÚCLEO;11/12/2007;2007;15;0;0;0;0;0
6960;COLONIA ROSELL Y RIUS UP I;UP;UP;11/12/2007;2007;0;0;0;0;6;0
15830;QUINTANA UE AGUA;UP;UP;09/12/2007;2007;0;0;0;0;0;40
9955;VILLA DEL ROSARIO UP V;UP;UP;08/12/2007;2007;0;0;0;0;18;8
9955;VILLA DEL ROSARIO UP VI;UP;UP;08/12/2007;2007;0;0;0;0;24;4
3527;SAUCE UP VI;UP;UP;07/12/2007;2007;0;0;0;0;31;4
11937;ORGOROSO III;NÚCLEO;NÚCLEO;24/11/2007;2007;20;9;0;0;0;0
12797;ALGORTA APICULTORES;UP;UP;24/11/2007;2007;0;0;0;0;1;0
3628;SAN BAUTISTA UP VI;UP;UP;10/11/2007;2007;0;0;0;0;19;1
3526;SANTA ROSA UP II;UP;UP;10/11/2007;2007;0;0;0;0;26;3
8944;PUNTAS DE MACIEL II;NÚCLEO;NÚCLEO;06/10/2007;2007;23;3;0;0;0;0
3528;TALA UP I;UP;UP;22/09/2007;2007;0;0;0;0;15;1
3528;TALA UP II;UP;UP;22/09/2007;2007;0;0;0;0;22;1
18992;PUNTAS DE CARRETERA;NÚCLEO;NÚCLEO;11/08/2007;2007;34;0;0;0;0;0
18992;PUNTAS DE CARRETERA UP I;UP;UP;11/08/2007;2007;0;0;0;0;6;6
15522;BELÉN UP I;UP;UP;05/08/2007;2007;0;0;0;0;3;1
8622;FRAY MARCOS UP II;UP;UP;04/08/2007;2007;0;0;0;0;20;0
8622;FRAY MARCOS UP III;UP;UP;04/08/2007;2007;0;0;0;0;10;2
4220;ALREDEDORES DE MELO UP I;UP;UP;21/07/2007;2007;0;0;0;0;12;0
49001;SAN DIEGO ELECTRIFICACIÓN;UP;UP;21/07/2007;2007;0;0;0;0;0;4
49001;SAN DIEGO UP I;UP;UP;21/07/2007;2007;0;0;0;0;10;3
8521;CASUPÁ UP II;UP;UP;07/07/2007;2007;0;0;0;0;4;0
8521;CASUPÁ UP III;UP;UP;07/07/2007;2007;0;0;0;0;11;5
9932;GAETÁN UP IV;UP;UP;07/07/2007;2007;0;0;0;0;11;1
11931;ESPERANZA UP II;UP;UP;27/05/2007;2007;0;0;0;0;8;5
18828;CARAGUATÁ UP III;UP;UP;30/04/2007;2007;0;0;0;0;12;1
15830;QUINTANA UP I;UP;UP;29/04/2007;2007;0;0;0;0;5;1
4823;CENTURIÓN;NÚCLEO;NÚCLEO;27/04/2007;2007;8;0;0;0;0;0
4823;CENTURIÓN UP;UP;UP;27/04/2007;2007;0;0;0;0;7;1
4966;QUEBRACHO;NÚCLEO;NÚCLEO;26/04/2007;2007;23;0;0;0;0;0
4966;QUEBRACHO UP;UP;UP;26/04/2007;2007;0;0;0;0;2;0
15522;BELÉN;NÚCLEO;NÚCLEO;14/03/2007;2007;58;0;0;0;0;0
10821;BARRIO CERRO PELADO III CONVENIO;NÚCLEO;CONVENIO;30/11/2006;2006;82;0;0;0;0;0
3629;SAN JACINTO;NÚCLEO;NÚCLEO;22/11/2006;2006;76;2;0;0;0;0
3629;SAN JACINTO UP I;UP;UP;22/11/2006;2006;0;0;0;0;5;3
159003;COLONIA RUBIO UP I;UP;UP;19/11/2006;2006;0;0;0;0;13;0
16939;CAÑADA GRANDE UP I;UP;UP;21/10/2006;2006;0;0;0;0;22;0
16923;JUAN SOLER UP III;UP;UP;21/10/2006;2006;0;0;0;0;11;0
11621;QUEBRACHO UP I;UP;UP;19/09/2006;2006;0;0;0;0;18;4
2521;LAS PIEDRAS;NÚCLEO;NÚCLEO;18/09/2006;2006;34;0;0;0;0;0
129001;COLONIA TOMAS BERRETA UP II;UP;UP;15/08/2006;2006;0;0;0;0;9;1
3990;CANELON CHICO AL NORTE UP I;UP;UP;05/08/2006;2006;0;0;0;0;17;1
3990;CANELON CHICO AL NORTE UP II;UP;UP;05/08/2006;2006;0;0;0;0;11;2
3990;CANELON CHICO AL SUR UP I;UP;UP;05/08/2006;2006;0;0;0;0;23;4
59005;COLONIA BELGRANO UP I;UP;UP;29/07/2006;2006;0;0;0;0;13;3
59002;JUAN GONZALEZ UP I;UP;UP;29/07/2006;2006;0;0;0;0;15;1
6722;CENTENARIO II;NÚCLEO;NÚCLEO;27/05/2006;2006;26;1;0;0;0;0
12622;SAN JAVIER IV;NÚCLEO;NÚCLEO;13/05/2006;2006;33;13;0;0;0;0
12622;SAN JAVIER UP III;UP;UP;13/05/2006;2006;0;0;0;0;9;0
11947;SOTO UP I;UP;UP;01/02/2006;2006;0;0;0;0;3;1
9220;MINAS;NÚCLEO;CONVENIO;31/01/2006;2006;30;0;0;0;0;0
3628;SAN BAUTISTA III;NÚCLEO;NÚCLEO;16/12/2005;2005;16;0;0;0;0;0
3422;SAN RAMON II;NÚCLEO;NÚCLEO;16/12/2005;2005;50;7;0;0;0;0
3628;SAN BAUTISTA UP V;UP;UP;16/12/2005;2005;0;0;0;0;25;0
3422;SAN RAMON UP II;UP;UP;16/12/2005;2005;0;0;0;0;10;1
3422;SAN RAMON UP III;UP;UP;16/12/2005;2005;0;0;0;0;11;0
2827;CATALAN;NÚCLEO;NÚCLEO;15/12/2005;2005;12;0;0;0;0;0
2827;DESTACAMENTO CATALAN;OTROS;CONVENIO;15/12/2005;2005;0;0;0;0;0;0
2827;ESCUELA CATALAN;OTROS;CONVENIO;15/12/2005;2005;0;0;0;0;0;0
15830;QUINTANA;NÚCLEO;NÚCLEO;14/12/2005;2005;21;0;0;0;0;0
15830;QUINTANA POLICLINICA;OTROS;CONVENIO;14/12/2005;2005;0;0;0;0;0;0
6972;LAS PALMAS;NÚCLEO;NÚCLEO;03/12/2005;2005;15;0;0;0;0;0
6621;BLANQUILLO UP IV;UP;UP;03/12/2005;2005;0;0;0;0;8;4
6972;LAS PALMAS UP I;UP;UP;03/12/2005;2005;0;0;0;0;9;0
129001;COLONIA TOMAS BERRETA UP I;UP;UP;19/11/2005;2005;0;0;0;0;19;2
5824;CUFRE UP III;UP;UP;12/11/2005;2005;0;0;0;0;13;1
5824;CUFRE UP IV;UP;UP;12/11/2005;2005;0;0;0;0;9;0
2621;BALTASAR BRUM III;NÚCLEO;NÚCLEO;05/10/2005;2005;38;2;0;0;0;0
8622;FRAY MARCOS III;NÚCLEO;NÚCLEO;01/10/2005;2005;43;5;0;0;0;0
8622;FRAY MARCOS UP I;UP;UP;01/10/2005;2005;0;0;0;0;5;1
11931;ESPERANZA;NÚCLEO;NÚCLEO;10/09/2005;2005;47;3;0;0;0;0
11931;ESPERANZA UP I;UP;UP;10/09/2005;2005;0;0;0;0;6;0
9955;VILLA DEL ROSARIO UP III;UP;UP;27/08/2005;2005;0;0;0;0;15;3
9955;VILLA DEL ROSARIO UP IV;UP;UP;27/08/2005;2005;0;0;0;0;13;0
4220;MELO;NÚCLEO;CONVENIO;21/08/2005;2005;40;0;0;0;0;0
11947;SOTO;NÚCLEO;NÚCLEO;20/08/2005;2005;22;1;0;0;0;0
119001;PARADA DAYMAN UP I;UP;UP;20/08/2005;2005;0;0;0;0;13;3
17927;CUCHILLA DEL PERDIDO;NÚCLEO;NÚCLEO;23/07/2005;2005;19;0;0;0;0;0
17927;CUCHILLA DEL PERDIDO UP I;UP;UP;23/07/2005;2005;0;0;0;0;10;1
11120;BARRIO CURUPI - IM PAYSANDÚ;NÚCLEO;CONVENIO;30/06/2005;2005;62;0;0;0;0;0
8220;FLORIDA - IM FLORIDA;NÚCLEO;CONVENIO;20/06/2005;2005;40;0;0;0;0;0
3733;LA ESPERANZA CAIF;OTROS;CONVENIO;10/06/2005;2005;0;0;0;0;0;0
99001;TAPES GRANDE ESCUELA;OTROS;CONVENIO;29/05/2005;2005;0;0;0;0;0;0
3527;SAUCE UP V;UP;UP;28/05/2005;2005;0;0;0;0;19;3
8991;ILLESCAS;NÚCLEO;NÚCLEO;21/05/2005;2005;23;0;0;0;0;0
8991;ILLESCAS DESTACAMENTO;OTROS;CONVENIO;21/05/2005;2005;0;0;0;0;0;0
12320;FRAY BENTOS;NÚCLEO;CONVENIO;21/05/2005;2005;40;0;0;0;0;0
10821;BARRIO CERRO PELADO II CONVENIO;NÚCLEO;CONVENIO;19/05/2005;2005;70;0;0;0;0;0
16965;COSTAS DE PEREIRA UP II;UP;UP;25/02/2005;2005;0;0;0;0;29;1
3962;PASO DE LA CADENA UP III;UP;UP;23/02/2005;2005;0;0;0;0;14;0
6220;DURAZNO I - M DEFENSA;NÚCLEO;CONVENIO;04/02/2005;2005;35;0;0;0;0;0
18521;SAN GREGORIO II;NÚCLEO;NÚCLEO;28/01/2005;2005;54;0;0;0;0;0
15120;SALTO SUR UP II;UP;UP;24/11/2004;2004;0;0;0;0;8;2
6722;CENTENARIO;NÚCLEO;NÚCLEO;20/11/2004;2004;36;0;0;0;0;0
15821;ALBISU UP II;UP;UP;22/10/2004;2004;0;0;0;0;1;0
17823;RISSO UP DANTE PERDOMO;UP;UP;21/10/2004;2004;0;0;0;0;0;0
17823;RISSO UP III;UP;UP;21/10/2004;2004;1;0;0;0;19;1
8521;CASUPÁ UP I;UP;UP;16/10/2004;2004;0;0;0;0;4;0
9932;GAETÁN UP III;UP;UP;16/10/2004;2004;0;0;0;0;5;3
8993;LA MACANA UP II;UP;UP;08/10/2004;2004;0;0;0;0;5;0
8993;LA MACANA PANADERIA;OTROS;CONVENIO;08/10/2004;2004;0;0;0;0;0;0
9955;VILLA DEL ROSARIO ESCUELA;OTROS;CONVENIO;05/10/2004;2004;0;0;0;0;0;0
9955;VILLA DEL ROSARIO JUZGADO;OTROS;CONVENIO;05/10/2004;2004;0;0;0;0;0;0
8621;CARDAL LICEO;OTROS;CONVENIO;04/10/2004;2004;0;0;0;0;0;0
10821;BARRIO CERRO PELADO I CONVENIO;NÚCLEO;CONVENIO;30/09/2004;2004;60;0;0;0;0;0
6421;SARANDÍ DEL YI - IM DURAZNO;NÚCLEO;CONVENIO;06/09/2004;2004;15;0;0;0;0;0
7320;TRINIDAD I - IM FLORES;NÚCLEO;CONVENIO;28/08/2004;2004;0;4;0;0;0;0
3628;SAN BAUTISTA II;NÚCLEO;NÚCLEO;27/08/2004;2004;37;1;0;0;0;0
3628;SAN BAUTISTA UP IV;UP;UP;27/08/2004;2004;0;0;0;0;11;0
16923;JUAN SOLER UP II;UP;UP;14/08/2004;2004;0;0;0;0;15;0
12622;SAN JAVIER III;NÚCLEO;NÚCLEO;07/08/2004;2004;34;0;0;0;0;0
3527;SAUCE UP IV;UP;UP;29/05/2004;2004;0;0;0;0;15;4
15824;PUEBLO CAYETANO UP I;UP;UP;28/03/2004;2004;0;0;0;0;1;0
3626;VIVIENDA-FACULTAD DE VETERINARIA MIGUES;OTROS;CONVENIO;16/03/2004;2004;0;0;0;0;0;0
15821;ALBISU;NÚCLEO;NÚCLEO;05/03/2004;2004;53;3;0;0;0;0
15821;ALBISU UP I;UP;UP;05/03/2004;2004;0;0;0;0;1;0
15821;"ALBISU - ""CAMPESINAS""";OTROS;CONVENIO;05/03/2004;2004;0;0;0;0;0;0
15821;ALBISU CAPILLA;OTROS;CONVENIO;05/03/2004;2004;0;0;0;0;0;0
15824;PUEBLO CAYETANO;NÚCLEO;NÚCLEO;04/03/2004;2004;22;0;0;0;0;0
15824;PUEBLO CAYETANO ESCUELA;OTROS;CONVENIO;04/03/2004;2004;0;0;0;0;0;0
6521;EL CARMEN UP II;UP;UP;29/11/2003;2003;0;0;0;0;12;2
17822;CASTILLO;NÚCLEO;NÚCLEO;01/11/2003;2003;18;1;0;0;0;0
17822;CASTILLO UP I;UP;UP;01/11/2003;2003;0;0;0;0;6;1
3422;SAN RAMON;NÚCLEO;NÚCLEO;25/10/2003;2003;72;0;0;0;0;0
3422;SAN RAMON UP I;UP;UP;25/10/2003;2003;0;0;0;0;14;1
16822;ESTACION GONZALEZ UP III;UP;UP;11/10/2003;2003;0;0;0;0;10;0
69002;LA CURVA;NÚCLEO;NÚCLEO;20/09/2003;2003;30;0;0;0;0;0
69002;LA CURVA UP I;UP;UP;20/09/2003;2003;0;0;0;0;4;1
8822;GOÑI UP I;UP;UP;01/09/2003;2003;0;0;0;0;10;0
16923;JUAN SOLER;NÚCLEO;NÚCLEO;30/08/2003;2003;40;3;0;0;0;0
16923;JUAN SOLER UP I;UP;UP;30/08/2003;2003;0;0;0;0;7;0
19942;EL ORO;NÚCLEO;NÚCLEO;16/08/2003;2003;14;0;0;0;0;1
19942;EL ORO UP I;UP;UP;16/08/2003;2003;0;0;0;0;7;0
13929;CERRILLADA;NÚCLEO;NÚCLEO;02/08/2003;2003;16;0;0;0;0;0
13929;CERRILLADA UP I;UP;UP;02/08/2003;2003;0;0;0;0;1;0
17622;PALMITAS UP II;UP;UP;19/05/2003;2003;0;0;0;0;1;0
14422;LASCANO III;NÚCLEO;NÚCLEO;17/05/2003;2003;90;0;0;0;0;0
14422;LASCANO UP I;UP;UP;17/05/2003;2003;0;0;0;0;3;0
15120;SALTO SUR UP I;UP;UP;25/04/2003;2003;0;0;0;0;13;0
3527;SAUCE UP III;UP;UP;24/04/2003;2003;0;0;0;0;12;4
6621;BLANQUILLO UP III;UP;UP;11/04/2003;2003;0;0;0;0;14;0
12622;SAN JAVIER UP II;UP;UP;10/04/2003;2003;0;0;0;0;6;0
8993;LA MACANA UP I;UP;UP;09/04/2003;2003;0;0;0;0;3;0
18722;ANSINA UP III;UP;UP;08/04/2003;2003;0;0;0;0;2;0
3628;SAN BAUTISTA UP II;UP;UP;07/04/2003;2003;0;0;0;0;21;0
3628;SAN BAUTISTA UP III;UP;UP;07/04/2003;2003;0;0;0;0;7;0
3962;PASO DE LA CADENA UP II;UP;UP;05/04/2003;2003;0;0;0;0;9;0
18825;CUCHILLA DEL OMBU UP II;UP;UP;04/04/2003;2003;0;0;0;0;1;0
6940;FELICIANO UP I;UP;UP;03/04/2003;2003;0;0;0;0;1;0
9955;VILLA DEL ROSARIO UP II;UP;UP;02/04/2003;2003;0;0;0;0;5;0
16822;ESTACION GONZALEZ UP II;UP;UP;01/04/2003;2003;0;0;0;0;24;0
2522;TOMAS GOMENSORO II;NÚCLEO;NÚCLEO;29/03/2003;2003;72;10;0;0;0;0
2522;TOMAS GOMENSORO UP I;UP;UP;29/03/2003;2003;0;0;0;0;17;0
17952;PERSEVERANO UP I;UP;UP;26/02/2003;2003;0;0;0;0;1;0
5824;CUFRE UP II;UP;UP;25/02/2003;2003;0;0;0;0;1;0
6521;EL CARMEN UP I;UP;UP;24/02/2003;2003;0;0;0;0;10;0
17521;CARDONA;NÚCLEO;NÚCLEO;22/02/2003;2003;85;1;0;0;0;0
5622;FLORENCIO SANCHEZ UP II;UP;UP;22/02/2003;2003;0;0;0;0;7;0
17521;CARDONA UP I;UP;UP;22/02/2003;2003;0;0;0;0;4;0
9932;GAETÁN UP II;UP;UP;31/01/2003;2003;0;0;0;0;3;0
179002;COLONIA A. EULACIO UP I;UP;UP;31/01/2003;2003;0;0;0;0;9;0
17622;PALMITAS III;NÚCLEO;NÚCLEO;25/01/2003;2003;63;6;0;0;0;0
17622;PALMITAS UP I;UP;UP;25/01/2003;2003;0;0;0;0;3;0
9932;GAETÁN;NÚCLEO;NÚCLEO;21/12/2002;2002;24;0;0;0;0;0
9932;GAETÁN UP I;UP;UP;21/12/2002;2002;0;0;0;0;4;0
2521;BELLA UNION UP II;UP;UP;16/12/2002;2002;0;0;0;0;1;0
13832;LAS FLORES UP II;UP;UP;16/12/2002;2002;0;0;0;0;3;0
13220;RIVERA UP III (ALRE);UP;UP;16/12/2002;2002;0;0;0;0;11;0
5824;CUFRE;NÚCLEO;NÚCLEO;14/12/2002;2002;22;0;0;0;0;0
5824;CUFRE UP I;UP;UP;14/12/2002;2002;0;0;0;0;22;0
18825;CUCHILLA DEL OMBU II;NÚCLEO;NÚCLEO;30/11/2002;2002;18;0;0;0;0;0
5977;SAN PEDRO UP II;UP;UP;05/11/2002;2002;0;0;0;0;1;0
8993;LA MACANA;NÚCLEO;NÚCLEO;11/10/2002;2002;40;0;0;0;0;0
17952;PERSEVERANO II;NÚCLEO;NÚCLEO;05/10/2002;2002;17;0;0;0;0;0
3527;SAUCE II;NÚCLEO;NÚCLEO;21/09/2002;2002;55;0;0;0;0;0
3527;SAUCE UP II;UP;UP;21/09/2002;2002;0;0;0;0;9;1
6940;FELICIANO II;NÚCLEO;NÚCLEO;14/09/2002;2002;11;0;0;0;0;0
8822;GOÑI II;NÚCLEO;NÚCLEO;07/09/2002;2002;21;2;0;0;0;0
8421;SARANDÍ GRANDE UP II;UP;UP;07/09/2002;2002;0;0;0;0;6;0
3962;PASO DE LA CADENA;NÚCLEO;NÚCLEO;31/08/2002;2002;44;0;0;0;0;0
3962;PASO DE LA CADENA UP I;UP;UP;31/08/2002;2002;0;0;0;0;11;0
18722;ANSINA IV;NÚCLEO;NÚCLEO;24/08/2002;2002;79;6;0;0;0;0
18722;ANSINA UP II;UP;UP;24/08/2002;2002;0;0;0;0;3;0
8623;25 DE AGOSTO;NÚCLEO;NÚCLEO;27/07/2002;2002;42;10;0;0;0;0
8623;25 DE AGOSTO UP I;UP;UP;27/07/2002;2002;0;0;0;0;4;0
17823;RISSO II;NÚCLEO;NÚCLEO;20/07/2002;2002;51;14;0;0;0;0
17823;RISSO UP II;UP;UP;20/07/2002;2002;0;0;0;0;4;0
