C_LOC_MEV;NOMBRE DEL PROGRAMA;PROGRAMA;PROGRAMA II;ENTREGADA;AÑO;N;TP;PU;AR;UP;MP
19722;LA CHARQUEADA IV;NÚCLEO;NÚCLEO;29/11/2017;2017;47;0;0;0;0;0
13621;VICHADERO III;NÚCLEO;NÚCLEO;28/11/2017;2017;53;0;0;0;0;0
13621;VICHADERO PU;PU;PU;28/11/2017;2017;0;0;11;0;0;0
99002;AGUAS BLANCAS UP I ** (desde Solis);AR;AR;22/11/2017;2017;0;0;0;2;0;0
9622;SOLIS DE MATAOJO III;NÚCLEO;NÚCLEO;22/11/2017;2017;46;0;0;0;0;0
9622;SOLIS DE MATAOJO PU I;PU;PU;22/11/2017;2017;0;0;11;0;0;0
6521;EL CARMEN - SECCIONAL 4ª;OTROS;CONVENIO;06/11/2017;2017;0;0;0;0;0;0
15822;BIASSINI PODER JUDICIAL;OTROS;CONVENIO;31/10/2017;2017;0;0;0;0;0;0
18722;ANSINA CONVENIO MI -UEVDG;OTROS;CONVENIO;31/10/2017;2017;0;0;0;0;0;0
5824;CUFRÉ UP V – SEGUNDA ENTREGA;UP;UP;15/10/2017;2017;0;0;0;0;2;0
3935;CUCHILLA ALTA - Secc. 29ª;OTROS;CONVENIO;30/09/2017;2017;0;0;0;0;0;0
10320;CAÑADA APARICIO II – MVOTMA;NÚCLEO;CONVENIO;30/09/2017;2017;78;0;0;0;0;0
11621;QUEBRACHO INC – Ros de Oger;AR;INC;30/09/2017;2017;0;0;0;3;0;0
15822;BIASSINI SANEAMIENTO;SANEAMIENTO;SANEAMIENTO;30/09/2017;2017;0;0;0;0;0;0
9621;MARISCALA CAIF;OTROS;CONVENIO;12/09/2017;2017;0;0;0;0;0;0
2725;SEQUEIRA UPNII;UP;UP;31/08/2017;2017;0;0;0;0;12;0
19821;RINCON V;NÚCLEO;NÚCLEO;31/08/2017;2017;38;0;0;0;0;0
16621;VILLA RODRIGUEZ UP VII;UP;UP;11/08/2017;2017;0;0;0;0;8;0
7925;J. J. CASTRO UP I;UP;UP;28/07/2017;2017;0;0;0;0;5;0
9621;SOC. CÁNDIDO CAL  - MARISCALA;OTROS;CONVENIO;24/06/2017;2017;0;0;0;0;0;0
5824;CUFRE II;NÚCLEO;NÚCLEO;23/06/2017;2017;16;4;0;0;0;0
12622;SAN JAVIER UPN V – Segunda Entrega;UP;UP;02/06/2017;2017;0;0;0;0;1;0
5622;FLORENCIO SANCHEZ IV;NÚCLEO;NÚCLEO;19/05/2017;2017;34;0;0;0;0;0
13833;MOIRONES UP I;UP;UP;18/05/2017;2017;0;0;0;0;8;1
9220;MINAS SECCIONAL 4TA./MI;OTROS;CONVENIO;24/04/2017;2017;0;0;0;0;0;0
9220;MINAS-JEF.POLICIA REP;OTROS;CONVENIO;24/04/2017;2017;0;0;0;0;0;0
9220;MINAS-SECC 1RA REP;OTROS;CONVENIO;24/04/2017;2017;0;0;0;0;0;0
17521;CARDONA III;NÚCLEO;NÚCLEO;31/03/2017;2017;22;9;0;0;0;0
6721;CARLOS REYLES CAIF;OTROS;CONVENIO;31/03/2017;2017;0;0;0;0;0;0
3528;TALA UP V – Entrega 2da;UP;UP;10/03/2017;2017;0;0;0;0;16;0
18220;TACUAREMBÓ AR I (ALR);AR;AR;01/03/2017;2017;0;0;0;14;0;0
9621;MARISCALA IV;NÚCLEO;NÚCLEO;23/12/2016;2016;39;2;0;0;0;0
10321;SAN CARLOS CONVENIO;NÚCLEO;CONVENIO;23/12/2016;2016;30;0;0;0;0;0
12622;SAN JAVIER USMEN;OTROS;CONVENIO;23/12/2016;2016;0;0;0;0;0;0
15522;BELEN DINAVI;OTROS;CONVENIO;23/12/2016;2016;0;0;0;0;0;0
5622;FLORENCIO SANCHEZ III;NÚCLEO;NÚCLEO;22/12/2016;2016;45;0;0;0;0;0
16964;CARRETA QUEMADA CONVENIO;OTROS;CONVENIO;22/12/2016;2016;0;0;0;0;0;0
3625;EMPALME OLMOS UP I;UP;UP;21/12/2016;2016;0;0;0;0;12;0
12723;GRECCO SANEAMIENTO;SANEAMIENTO;SANEAMIENTO;20/12/2016;2016;0;0;0;0;0;0
15965;RINCÓN DE VALENTÍN USMEN;OTROS;CONVENIO;20/12/2016;2016;0;0;0;0;0;0
18722;ANSINA V;NÚCLEO;NÚCLEO;16/12/2016;2016;48;0;0;0;0;0
4968;RAMÓN TRIGO SANEAMIENTO;SANEAMIENTO;SANEAMIENTO;16/12/2016;2016;0;0;0;0;0;0
17321;DOLORES EMERGENCIA;OTROS;CONVENIO;09/12/2016;2016;0;0;77;0;0;0
169005;SAN JOSE MVOMTA;NÚCLEO;CONVENIO;18/11/2016;2016;24;0;0;0;0;0
16932;KIYÚ UP II;UP;UP;16/11/2016;2016;0;0;0;0;21;0
15822;BIASSINI IV;NÚCLEO;NÚCLEO;15/09/2016;2016;16;0;0;0;0;0
16621;VILLA RODRÍGUEZ IV;NÚCLEO;NÚCLEO;31/08/2016;2016;30;6;0;0;0;0
6721;CARLOS REYLES III;NÚCLEO;NÚCLEO;19/08/2016;2016;46;1;0;0;0;0
16932;KIYÚ I;NÚCLEO;NÚCLEO;16/08/2016;2016;45;0;0;0;0;0
2725;SEQUEIRA II;NÚCLEO;NÚCLEO;10/08/2016;2016;31;0;0;0;0;0
3990;CANELON CHICO UP I – ENTREGA PARCIAL 1;UP;UP;22/07/2016;2016;0;0;0;0;22;0
16823;MAL ABRIGO – DINAVI – BPS;NÚCLEO;CONVENIO;21/07/2016;2016;6;0;0;0;0;0
16621;VILLA RODRÍGUEZ III;NÚCLEO;NÚCLEO;24/06/2016;2016;49;0;0;0;0;0
69001;SARANDÍ DE CUADRA UPN I;UP;UP;31/05/2016;2016;0;0;0;0;6;0
11825;DESTACAMENTO CONSTANCIA;OTROS;CONVENIO;31/05/2016;2016;0;0;0;0;0;0
15949;COLONIA LAVALLEJA DINAVI_ENTREGA PARCIAL 1;NÚCLEO;CONVENIO;04/04/2016;2016;0;0;0;0;0;0
12622;SAN JAVIER VI;NÚCLEO;NÚCLEO;02/04/2016;2016;36;2;0;0;0;0
39003;RINCON DE CONDE UP;UP;UP;01/04/2016;2016;0;0;0;0;13;1
16923;JUAN SOLER UP IV;UP;UP;17/03/2016;2016;0;0;0;0;10;0
11931;ESPERANZA SANEAMIENTO;SANEAMIENTO;SANEAMIENTO;29/02/2016;2016;0;0;0;0;0;0
17623;VILLA SORIANO I;NÚCLEO;NÚCLEO;26/02/2016;2016;12;0;0;0;0;0
11931;ESPERANZA UP III;UP;UP;26/02/2016;2016;0;0;0;0;6;0
18931;PERALTA UPN I;UP;UP;26/02/2016;2016;0;0;0;0;2;0
6521;EL CARMEN ANEP Saneamiento;SANEAMIENTO;SANEAMIENTO;26/02/2016;2016;0;0;0;0;0;0
6521;EL CARMEN DINAVI Relocalizacion;OTROS;CONVENIO;26/02/2016;2016;0;0;0;0;0;0
8521;CASUPÁ DESTACAMENTO;OTROS;CONVENIO;18/02/2016;2016;0;0;0;0;0;0
89002;HERNANDARIAS UP I -Entrega parcial 3;UP;UP;24/12/2015;2015;0;0;0;0;2;0
11825;CONSTANCIA UPN I;UP;UP;24/12/2015;2015;0;0;0;0;1;0
12622;SAN JAVIER UPN V;UP;UP;24/12/2015;2015;0;0;0;0;4;0
10940;GREGORIO AZNAREZ INC;UP;INC;24/12/2015;2015;0;0;0;0;18;0
2522;TOMAS GOMENSORO III;NÚCLEO;NÚCLEO;22/12/2015;2015;40;0;0;0;0;0
15522;BELEN II;NÚCLEO;NÚCLEO;18/12/2015;2015;54;0;0;0;0;0
10940;GREGORIO AZNAREZ – VIVIENDA SIRIOS;OTROS;CONVENIO;18/12/2015;2015;0;0;0;0;0;0
11621;QUEBRACHO – COL ROS DE OGER – VIV SIRIOS;OTROS;CONVENIO;18/12/2015;2015;0;0;0;0;0;0
15974;COL. OSIMANI – VIVIENDA SIRIOS;OTROS;CONVENIO;18/12/2015;2015;0;0;0;0;0;0
179003;COLONIA FRANCISCO ENCARNACION BENITEZ -  INC;UP;INC;18/12/2015;2015;0;0;0;0;5;0
5824;CUFRÉ UP V;UP;UP;16/12/2015;2015;0;0;0;0;8;2
99003;BARRIGA NEGRA UP I;UP;UP;15/12/2015;2015;0;0;0;0;33;3
3528;TALA UP V;UP;UP;10/12/2015;2015;0;0;0;0;18;1
12723;GRECCO UP I;UP;UP;04/12/2015;2015;0;0;0;0;2;0
17521;CARDONA II;NÚCLEO;NÚCLEO;23/11/2015;2015;77;3;0;0;0;0
17521;CARDONA BPS;NÚCLEO;CONVENIO;23/11/2015;2015;6;0;0;0;0;0
6521;EL CARMEN V;NÚCLEO;NÚCLEO;20/11/2015;2015;80;5;0;0;0;0
11825;CONSTANCIA II;NÚCLEO;NÚCLEO;06/11/2015;2015;32;0;0;0;0;0
8421;SARANDÍ GRANDE UP III;UP;UP;01/10/2015;2015;0;0;0;0;3;1
17521;CARDONA SANEAMIENTO;SANEAMIENTO;SANEAMIENTO;30/09/2015;2015;0;0;0;0;0;0
6421;SARANDÍ DEL YI UP I;UP;UP;20/09/2015;2015;0;0;0;0;1;1
18931;PERALTA III;NÚCLEO;NÚCLEO;19/09/2015;2015;16;0;0;0;0;0
16923;JUAN SOLER II;NÚCLEO;NÚCLEO;10/09/2015;2015;42;3;0;0;0;0
1900;MONTEVIDEO RURAL UP III;UP;UP;04/09/2015;2015;0;0;0;0;22;0
8421;SARANDÍ GRANDE BPS;NÚCLEO;CONVENIO;31/08/2015;2015;5;0;0;0;0;0
16822;ESTACION GONZALEZ II;NÚCLEO;NÚCLEO;14/08/2015;2015;19;2;0;0;0;0
18721;ACHAR UP I – Entrega parcial 2;UP;UP;03/08/2015;2015;0;0;0;0;1;0
3990;CANELON CHICO;NÚCLEO;NÚCLEO;30/07/2015;2015;64;1;0;0;0;0
69001;SARANDÍ DE CUADRA I;NÚCLEO;NÚCLEO;24/07/2015;2015;21;0;0;0;0;0
7925;J. J. CASTRO II;NÚCLEO;NÚCLEO;17/07/2015;2015;9;1;0;0;0;0
5421;NUEVA HELVECIA CAIF;OTROS;CONVENIO;06/07/2015;2015;0;0;0;0;0;0
89002;HERNANDARIAS UP I -Entrega parcial 2;UP;UP;24/06/2015;2015;0;0;0;0;1;0
8993;LA MACANA II;NÚCLEO;NÚCLEO;12/06/2015;2015;30;0;0;0;0;0
9721;PIRARAJÁ II;NÚCLEO;NÚCLEO;11/06/2015;2015;35;0;0;0;0;0
14422;LASCANO IV;NÚCLEO;NÚCLEO;08/06/2015;2015;42;2;0;0;0;0
14422;LASCANO UPN II;UP;UP;08/06/2015;2015;0;0;0;0;0;2
14422;LASCANO SANEAMIENTO;SANEAMIENTO;SANEAMIENTO;08/06/2015;2015;0;0;0;0;0;0
4968;RAMÓN TRIGO;OTROS;CONVENIO;24/04/2015;2015;41;0;0;0;0;0
29003;COL. RAUL SENDIC-SARANDÍ DEL YACUY – COL. ESPAÑA;UP;UP;13/03/2015;2015;0;0;0;0;11;0
89002;HERNANDARIAS UP I;UP;UP;27/02/2015;2015;0;0;0;0;10;0
9522;J. P. VARELA IV;NÚCLEO;NÚCLEO;11/02/2015;2015;95;0;0;0;0;0
19220;TREINTA Y TRES MVOTMA;NÚCLEO;CONVENIO;11/02/2015;2015;7;0;0;0;0;0
6421;SARANDÍ DEL YI III;NÚCLEO;NÚCLEO;23/12/2014;2014;55;3;0;0;0;0
8421;SARANDÍ GRANDE III;NÚCLEO;NÚCLEO;23/12/2014;2014;86;1;0;0;0;0
19522;VERGARA IV;NÚCLEO;NÚCLEO;22/12/2014;2014;93;0;0;0;0;0
9521;BATLLE Y ORDOÑEZ – NICO PEREZ;NÚCLEO;NÚCLEO;20/12/2014;2014;98;0;0;0;0;0
9521;BATLLE Y ORDOÑEZ – NICO PEREZ UPN I;UP;UP;20/12/2014;2014;0;0;0;0;3;2
15949;COLONIA LAVALLEJA IV;NÚCLEO;NÚCLEO;19/12/2014;2014;31;2;0;0;0;0
3626;MIGUES II;NÚCLEO;NÚCLEO;17/12/2014;2014;42;1;0;0;0;0
3626;MIGUES UPN V;UP;UP;17/12/2014;2014;0;0;0;0;16;2
5323;JUAN LACAZE – VIVIENDAS SIRIOS;OTROS;CONVENIO;13/12/2014;2014;0;0;0;0;0;0
11931;ESPERANZA II;NÚCLEO;NÚCLEO;28/11/2014;2014;27;0;0;0;0;0
169003;COLONIA WILSON / PUNTAS TIGRE / UTE;NÚCLEO;CONVENIO;28/11/2014;2014;12;0;0;0;0;0
16965;COSTAS DE PEREIRA UP IV;UP;UP;27/11/2014;2014;0;0;0;0;20;0
16621;VILLA RODRÍGUEZ UP VI;UP;UP;14/11/2014;2014;0;0;0;0;14;2
12320;FRAY BENTOS CONVENIO MVOTMA;NÚCLEO;CONVENIO;14/11/2014;2014;66;0;0;0;0;0
6790;CERRO CHATO V;NÚCLEO;NÚCLEO;07/11/2014;2014;69;1;0;0;0;0
6790;CERRO CHATO UP I;UP;UP;07/11/2014;2014;0;0;0;0;2;0
15939;GARIBALDI UP II;UP;UP;31/10/2014;2014;0;0;0;0;10;0
12723;GRECCO IV;NÚCLEO;NÚCLEO;17/10/2014;2014;40;0;0;0;0;0
129001;COL. TOMAS BERRETA UP III;UP;UP;29/08/2014;2014;0;0;0;0;25;1
59006;TRES ESQUINAS UP I;UP;UP;01/08/2014;2014;0;0;0;0;16;3
3624;CERRILLOS CAIF;OTROS;CONVENIO;31/07/2014;2014;0;0;0;0;0;0
12621;NUEVO BERLÍN CAIF;OTROS;CONVENIO;31/07/2014;2014;0;0;0;0;0;0
15828;PALOMAS-SAUCEDO UP I;UP;UP;25/07/2014;2014;0;0;0;0;5;0
5421;NUEVA HELVECIA II;NÚCLEO;NÚCLEO;20/06/2014;2014;42;1;0;0;0;0
3323;ALREDEDORES DE SANTA LUCIA UP I;UP;UP;13/06/2014;2014;0;0;0;0;18;0
3962;PASO DE LA CADENA UP VI;UP;UP;13/06/2014;2014;0;0;0;0;30;1
19942;EL ORO II;NÚCLEO;NÚCLEO;23/05/2014;2014;12;0;0;0;0;0
18721;ACHAR III;NÚCLEO;NÚCLEO;11/04/2014;2014;49;2;0;0;0;0
18721;ACHAR UP I;UP;UP;11/04/2014;2014;0;0;0;0;6;4
11621;QUEBRACHO UP II;UP;UP;28/03/2014;2014;0;0;0;0;18;1
3624;CERRILLOS UP IV;UP;UP;21/03/2014;2014;0;0;0;0;16;0
3528;TALA UP IV;UP;UP;21/03/2014;2014;0;0;0;0;9;5
3528;TALA CAIF;OTROS;CONVENIO;21/03/2014;2014;0;0;0;0;0;0
69004;CUCHILLA DE RAMIREZ UP I;UP;UP;14/03/2014;2014;0;0;0;0;6;3
139002;VALLE DEL LUNAREJO UP I;UP;UP;31/01/2014;2014;0;0;0;0;1;0
5421;NUEVA HELVECIA I;NÚCLEO;NÚCLEO;20/12/2013;2013;67;2;0;0;0;0
7721;ISMAEL CORTINAS UP I;UP;UP;20/12/2013;2013;0;0;0;0;2;0
7721;ISMAEL CORTINAS UP II;UP;UP;20/12/2013;2013;0;0;0;0;4;0
49002;LA MICAELA;NÚCLEO;NÚCLEO;17/12/2013;2013;6;0;0;0;0;0
18828;CARAGUATÁ UP V;UP;UP;17/12/2013;2013;0;0;0;0;2;0
4821;ACEGUÁ – MVOTMA;NÚCLEO;CONVENIO;17/12/2013;2013;47;0;0;0;0;0
2621;BALTASAR BRUM V;NÚCLEO;NÚCLEO;13/12/2013;2013;35;1;0;0;0;0
11721;LORENZO GEYRES III;NÚCLEO;NÚCLEO;06/12/2013;2013;18;0;0;0;0;0
16621;VILLA RODRÍGUEZ UP V;UP;UP;22/11/2013;2013;0;0;0;0;21;0
2925;CAINSA DESTACAMENTO;OTROS;CONVENIO;22/11/2013;2013;0;0;0;0;0;0
5622;FLORENCIO SANCHEZ DESTACAMENTO;OTROS;CONVENIO;22/11/2013;2013;0;0;0;0;0;0
69004;CUCHILLA DE RAMIREZ REP ESCUELA;OTROS;CONVENIO;22/11/2013;2013;0;0;0;0;0;0
15939;GARIBALDI II;NÚCLEO;NÚCLEO;25/10/2013;2013;33;1;0;0;0;0
15828;PALOMAS II;NÚCLEO;NÚCLEO;25/10/2013;2013;11;0;0;0;0;0
2621;BALTASAR BRUM DESTACAMENTO;OTROS;CONVENIO;24/10/2013;2013;0;0;0;0;0;0
17621;JOSE ENRIQUE RODÓ UP II;UP;UP;18/10/2013;2013;0;0;0;0;7;0
3836;TOTORAL DEL SAUCE UP I;UP;UP;15/10/2013;2013;0;0;0;0;6;0
8624;25 DE MAYO II;NÚCLEO;NÚCLEO;20/09/2013;2013;64;5;0;0;0;0
8624;25 DE MAYO UP II;UP;UP;20/09/2013;2013;0;0;0;0;2;0
17321;ALREDEDORES DE DOLORES UP I;UP;UP;12/09/2013;2013;0;0;0;0;7;0
16965;COSTAS DE PEREIRA UP III;UP;UP;06/09/2013;2013;0;0;0;0;21;1
6922;AGUAS BUENAS UP I;UP;UP;30/08/2013;2013;0;0;0;0;1;2
12621;NUEVO BERLÍN III;NÚCLEO;NÚCLEO;20/08/2013;2013;64;3;0;0;0;0
59003;CERRO DE LAS ARMAS UP II;UP;UP;20/08/2013;2013;0;0;0;0;5;1
59004;LA LAGUNA UP I;UP;UP;20/08/2013;2013;0;0;0;0;3;0
2925;CAINSA CENTRO MEC;OTROS;CONVENIO;01/08/2013;2013;0;0;0;0;0;0
3526;SANTA ROSA UP VII;UP;UP;26/07/2013;2013;0;0;0;0;29;5
169002;COLONIA ITALIA UP I;UP;UP;19/07/2013;2013;0;0;0;0;35;0
3624;CERRILLOS III;NÚCLEO;NÚCLEO;21/06/2013;2013;74;0;0;0;0;0
7721;ISMAEL CORTINAS IV;NÚCLEO;NÚCLEO;14/06/2013;2013;42;3;0;0;0;0
2621;BALTASAR BRUM LICEO;OTROS;CONVENIO;17/05/2013;2013;0;0;0;0;0;0
69004;CUCHILLA DE RAMIREZ;NÚCLEO;NÚCLEO;30/04/2013;2013;14;0;0;0;0;0
4621;TUPAMBAÉ UP I;UP;UP;30/04/2013;2013;0;0;0;0;1;0
9955;VILLA DEL ROSARIO JUZG. DIVISION;OTROS;CONVENIO;13/04/2013;2013;0;0;0;0;0;0
3528;TALA I;NÚCLEO;NÚCLEO;12/04/2013;2013;85;3;0;0;0;0
3528;TALA UP III;UP;UP;12/04/2013;2013;0;0;0;0;2;1
16925;CAPURRO II;NÚCLEO;NÚCLEO;08/03/2013;2013;71;3;0;0;0;0
16929;ECILDA PAULLIER ESCUELA;OTROS;CONVENIO;08/03/2013;2013;0;0;0;0;0;0
6922;AGUAS BUENAS II;NÚCLEO;NÚCLEO;26/02/2013;2013;12;0;0;0;0;0
18828;CARAGUATÁ IV;NÚCLEO;NÚCLEO;22/02/2013;2013;74;0;0;0;0;0
18828;CARAGUATÁ UP IV;UP;UP;22/02/2013;2013;0;0;0;0;2;0
17952;PERSEVERANO III;NÚCLEO;NÚCLEO;19/02/2013;2013;26;0;0;0;0;0
2621;BALTASAR BRUM IV;NÚCLEO;NÚCLEO;21/12/2012;2012;63;4;0;0;0;0
2621;BALTASAR BRUM UP I;UP;UP;21/12/2012;2012;0;0;0;0;2;0
10320;CAÑADA APARICIO-MVOTMA;NÚCLEO;CONVENIO;21/12/2012;2012;15;0;0;0;0;0
13220;RIVERA CONVENIO VIV MADERA;NÚCLEO;CONVENIO;21/12/2012;2012;7;0;0;0;0;0
4621;TUPAMBAÉ III;NÚCLEO;NÚCLEO;15/12/2012;2012;48;2;0;0;0;0
18894;PIEDRA SOLA II;NÚCLEO;NÚCLEO;14/12/2012;2012;9;0;0;0;0;0
14622;VELAZQUEZ UP II;UP;UP;12/12/2012;2012;0;0;0;0;12;1
3823;CASTELLANOS UP I;UP;UP;07/12/2012;2012;0;0;0;0;9;1
3626;MIGUES I;NÚCLEO;NÚCLEO;28/11/2012;2012;69;1;0;0;0;0
3626;MIGUES UP IV;UP;UP;28/11/2012;2012;0;0;0;0;7;2
3624;CERRILLOS II;NÚCLEO;NÚCLEO;16/11/2012;2012;76;0;0;0;0;0
4930;CAÑAS I;NÚCLEO;NÚCLEO;15/11/2012;2012;12;0;0;0;0;0
4930;CAÑAS UP I;UP;UP;15/11/2012;2012;0;0;0;0;1;0
3624;CERRILLOS UP III;UP;UP;04/10/2012;2012;0;0;0;0;19;0
119002;COLONIA JUAN GUTIERREZ UP II;UP;UP;16/09/2012;2012;0;0;0;0;3;0
59003;CERRO DE LAS ARMAS;NÚCLEO;NÚCLEO;15/09/2012;2012;27;0;0;0;0;0
59003;CERRO DE LAS ARMAS UP I;UP;UP;15/09/2012;2012;0;0;0;0;1;0
14621;CEBOLLATÍ CAIF;OTROS;CONVENIO;24/08/2012;2012;0;0;0;0;0;0
3990;CANELON CHICO AL NORTE UP V;UP;UP;23/08/2012;2012;0;0;0;0;17;1
2925;CAINSA II;NÚCLEO;NÚCLEO;14/07/2012;2012;30;0;0;0;0;0
119003;SANTA BLANCA ESCUELA;OTROS;CONVENIO;15/06/2012;2012;0;0;0;0;0;0
13522;TRANQUERAS ESCUELA;OTROS;CONVENIO;15/06/2012;2012;0;0;0;0;0;0
10948;OCEAN PARK CONVENIO;NÚCLEO;CONVENIO;05/05/2012;2012;48;0;0;0;0;0
16621;VILLA RODRÍGUEZ UP IV;UP;UP;27/04/2012;2012;0;0;0;0;38;0
1900;MONTEVIDEO RURAL UP II;UP;UP;19/04/2012;2012;0;0;0;0;12;1
3823;CASTELLANOS;NÚCLEO;NÚCLEO;17/03/2012;2012;36;2;0;0;0;0
69003;CUCHILLA DEL RINCÓN UP I;UP;UP;25/02/2012;2012;0;0;0;0;16;13
11521;GUICHON III;NÚCLEO;NÚCLEO;18/02/2012;2012;64;4;0;0;0;0
11521;GUICHÓN UP I;UP;UP;18/02/2012;2012;0;0;0;0;3;1
8824;MENDOZA CHICO III;NÚCLEO;NÚCLEO;15/02/2012;2012;70;5;0;0;0;0
8824;MENDOZA CHICO UP I;UP;UP;15/02/2012;2012;0;0;0;0;3;0
16929;ECILDA PAULLIER III;NÚCLEO;NÚCLEO;21/12/2011;2011;52;8;0;0;0;0
11827;PIEDRAS COLORADAS III;NÚCLEO;NÚCLEO;17/12/2011;2011;64;0;0;0;0;0
11827;PIEDRAS COLORADAS UP I;UP;UP;17/12/2011;2011;0;0;0;0;2;0
12945;TRES QUINTAS ESCUELA;OTROS;CONVENIO;16/12/2011;2011;0;0;0;0;0;0
9955;VILLA DEL ROSARIO UP IX;UP;UP;26/11/2011;2011;0;0;0;0;14;2
3526;SANTA ROSA UP VI;UP;UP;29/10/2011;2011;0;0;0;0;27;8
14621;CEBOLLATI III;NÚCLEO;NÚCLEO;22/10/2011;2011;74;5;0;0;0;0
14621;CEBOLLATI UP I;UP;UP;22/10/2011;2011;0;0;0;0;5;0
14723;SAN LUIS UP I;UP;UP;22/10/2011;2011;0;0;0;0;5;0
3990;CANELON CHICO AL NORTE UP IV;UP;UP;21/10/2011;2011;0;0;0;0;30;4
8521;CASUPÁ IV;NÚCLEO;NÚCLEO;15/10/2011;2011;80;13;0;0;0;0
8521;CASUPÁ UP IV;UP;UP;15/10/2011;2011;0;0;0;0;1;0
8823;MENDOZA GRANDE LICEO;OTROS;CONVENIO;05/10/2011;2011;0;0;0;0;0;0
3626;MIGUES UP II;UP;UP;30/09/2011;2011;0;0;0;0;8;1
3626;MIGUES UP III;UP;UP;30/09/2011;2011;0;0;0;0;13;0
169001;COLONIA FERNÁNDEZ CRESPO UP I;UP;UP;23/09/2011;2011;0;0;0;0;18;1
16929;ECILDA PAULLIER UP IV;UP;UP;23/09/2011;2011;0;0;0;0;7;0
2952;RINCON DE PACHECO UP I;UP;UP;03/09/2011;2011;0;0;0;0;7;0
11926;CHAPICUY UP II;UP;UP;27/08/2011;2011;0;0;0;0;6;0
11926;CHAPICUY LICEO AMPLIACIÓN;OTROS;CONVENIO;27/08/2011;2011;0;0;0;0;0;0
11723;PORVENIR UP II;UP;UP;26/08/2011;2011;0;0;0;0;8;2
15523;CONSTITUCIÓN UP III;UP;UP;30/07/2011;2011;0;0;0;0;5;2
3527;SAUCE UP IX;UP;UP;17/06/2011;2011;0;0;0;0;12;1
15965;RINCON DE VALENTIN IV;NÚCLEO;NÚCLEO;11/06/2011;2011;54;1;0;0;0;0
15965;RINCON DE VALENTIN UP I;UP;UP;11/06/2011;2011;0;0;0;0;3;0
89001;COLONIA ALEJANDRO GALLINAL UP I;UP;UP;06/05/2011;2011;0;0;0;0;7;1
9955;VILLA DEL ROSARIO UP VIII;UP;UP;09/04/2011;2011;0;0;0;0;40;11
10521;ALREDEDORES DE AIGUÁ UP I;UP;UP;09/04/2011;2011;0;0;0;0;17;3
12945;TRES QUINTAS II;NÚCLEO;NÚCLEO;02/04/2011;2011;23;0;0;0;0;0
12923;BELLACO UP III;UP;UP;02/04/2011;2011;0;0;0;0;7;0
12945;TRES QUINTAS UP II;UP;UP;02/04/2011;2011;0;0;0;0;1;1
3629;SAN JACINTO UP VI;UP;UP;26/03/2011;2011;0;0;0;0;17;6
8624;25 DE MAYO UP I;UP;UP;25/03/2011;2011;0;0;0;0;7;1
6220;ALREDEDORES DE DURAZNO UP I;UP;UP;19/03/2011;2011;0;0;0;0;11;3
15970;COLONIA ITAPEBÍ III;NÚCLEO;NÚCLEO;05/03/2011;2011;50;0;0;0;0;0
159002;COLONIA LÍBER SEREGNI;NÚCLEO;NÚCLEO;05/03/2011;2011;7;0;0;0;0;0
13522;TRANQUERAS V;NÚCLEO;NÚCLEO;26/02/2011;2011;48;5;0;0;0;0
13522;TRANQUERAS UP I;UP;UP;26/02/2011;2011;0;0;0;0;1;2
2959;COLONIA PALMA III;NÚCLEO;NÚCLEO;12/02/2011;2011;41;0;0;0;0;0
2959;COLONIA PALMA UP I;UP;UP;09/02/2011;2011;0;0;0;0;12;0
3527;SAUCE UP VIII;UP;UP;09/02/2011;2011;0;0;0;0;25;5
4220;ALREDEDORES DE MELO UP III;UP;UP;05/02/2011;2011;0;0;0;0;13;6
4220;ALREDEDORES DE MELO UP IV;UP;UP;05/02/2011;2011;0;0;0;0;1;1
4521;FRAILE MUERTO UP I;UP;UP;05/02/2011;2011;0;0;0;0;5;0
7921;ANDRESITO II;NÚCLEO;NÚCLEO;18/12/2010;2010;31;0;0;0;0;0
7921;ANDRESITO UP I;UP;UP;18/12/2010;2010;0;0;0;0;1;0
11723;PORVENIR II;NÚCLEO;NÚCLEO;11/12/2010;2010;75;5;0;0;0;0
11723;PORVENIR UP I;UP;UP;11/12/2010;2010;0;0;0;0;6;7
3624;CERRILLOS UP II;UP;UP;27/11/2010;2010;0;0;0;0;28;0
3526;SANTA ROSA UP V;UP;UP;19/11/2010;2010;0;0;0;0;43;4
16932;KIYÚ UP I;UP;UP;17/11/2010;2010;0;0;0;0;26;0
2952;RINCÓN DE PACHECO I;NÚCLEO;NÚCLEO;06/11/2010;2010;6;0;0;0;0;0
6220;DURAZNO II – INUNDADOS;NÚCLEO;CONVENIO;30/10/2010;2010;50;0;0;0;0;0
4824;CERRO DE LAS CUENTAS II;NÚCLEO;NÚCLEO;09/10/2010;2010;27;0;0;0;0;0
4824;CERRO DE LAS CUENTAS UP I;UP;UP;09/10/2010;2010;0;0;0;0;1;0
15523;CONSTITUCIÓN II;NÚCLEO;NÚCLEO;25/09/2010;2010;51;4;0;0;0;0
15523;CONSTITUCIÓN UP II;UP;UP;25/09/2010;2010;0;0;0;0;7;12
1900;MONTEVIDEO RURAL UP I;UP;UP;09/09/2010;2010;0;0;0;0;9;1
6964;SAN JORGE III - VIV. CONVENIO ANEP;OTROS;CONVENIO;13/07/2010;2010;0;0;0;0;0;0
